Resource,LCOM,LCOM*,CBO,FO,DIT,NOC,LOC,NOA,NOO,RFC,WMPC
org.apache.tools.ant.taskdefs.optional.extension.ExtensionUtil,,,16,13,1,0,131,0,6,47,15
org.apache.tools.ant.taskdefs.optional.extension.ExtraAttribute,0,50,1,1,1,0,35,2,5,17,7
org.apache.tools.ant.taskdefs.optional.extension.JarLibAvailableTask,0,65,11,8,3,0,91,4,6,57,17
org.apache.tools.ant.taskdefs.optional.extension.JarLibDisplayTask,0,33,9,7,3,0,59,2,4,55,10
org.apache.tools.ant.taskdefs.optional.extension.JarLibManifestTask,46,87,16,13,3,0,169,5,12,80,22
org.apache.tools.ant.taskdefs.optional.extension.JarLibResolveTask,24,78,12,10,3,0,177,5,12,65,24
org.apache.tools.ant.taskdefs.optional.extension.LibFileSet,9,80,0,0,5,0,31,3,6,90,6
org.apache.tools.ant.taskdefs.optional.extension.LibraryDisplayer,,,8,6,1,0,101,0,5,33,17
org.apache.tools.ant.taskdefs.optional.extension.resolvers.AntResolver,0,53,6,6,1,0,61,3,6,30,9
org.apache.tools.ant.taskdefs.optional.extension.resolvers.LocationResolver,0,0,4,4,1,0,24,1,3,17,4
org.apache.tools.ant.taskdefs.optional.extension.resolvers.URLResolver,0,55,6,6,1,0,79,3,7,29,13
org.apache.tools.ant.taskdefs.optional.extension.Specification,127,90,13,9,1,0,332,7,17,62,50
org.apache.tools.ant.taskdefs.optional.i18n.Translate,78,91,18,14,4,0,316,19,17,156,64
org.apache.tools.ant.taskdefs.optional.IContract,155,92,20,14,4,0,358,23,22,168,65
org.apache.tools.ant.taskdefs.optional.IContract.ClasspathHelper,4,,3,2,2,0,19,1,3,34,5
org.apache.tools.ant.taskdefs.optional.IContract.IContractPresenceDetector,,,2,1,1,0,19,0,7,27,8
org.apache.tools.ant.taskdefs.optional.ide.VAJAntTool,3,,4,2,1,0,48,0,3,25,5
org.apache.tools.ant.taskdefs.optional.ide.VAJAntToolGUI,1368,99,36,24,5,0,935,43,51,550,103
org.apache.tools.ant.taskdefs.optional.ide.VAJAntToolGUI.PrivateEventHandler,,,16,5,1,0,107,0,11,83,33
org.apache.tools.ant.taskdefs.optional.ide.VAJAntToolGUI.VAJBuildLogger,34,0,10,1,1,0,58,1,8,46,15
org.apache.tools.ant.taskdefs.optional.ide.VAJBuildInfo,264,92,14,11,1,0,229,10,25,91,34
org.apache.tools.ant.taskdefs.optional.ide.VAJBuildInfo.BuildInterruptedException,,,0,0,5,0,5,0,1,31,1
org.apache.tools.ant.taskdefs.optional.ide.VAJBuildInfo.InterruptedChecker,0,0,3,1,1,0,40,1,8,28,10
org.apache.tools.ant.taskdefs.optional.ide.VAJExport,32,87,5,4,4,0,54,8,12,59,13
org.apache.tools.ant.taskdefs.optional.ide.VAJExportServlet,,,2,0,4,0,16,0,1,54,1
org.apache.tools.ant.taskdefs.optional.ide.VAJImport,12,83,9,6,4,0,64,6,8,62,12
org.apache.tools.ant.taskdefs.optional.ide.VAJImportServlet,,,2,0,4,0,13,0,1,54,1
org.apache.tools.ant.taskdefs.optional.ide.VAJLoad,0,0,3,2,4,1,11,1,2,44,2
org.apache.tools.ant.taskdefs.optional.ide.VAJLoadProjects,,,0,0,5,0,2,0,0,40,0
org.apache.tools.ant.taskdefs.optional.ide.VAJLoadServlet,,,3,2,4,0,15,0,1,58,2
org.apache.tools.ant.taskdefs.optional.ide.VAJLocalUtil,,,7,7,1,2,266,0,7,55,26
org.apache.tools.ant.taskdefs.optional.ide.VAJProjectDescription,14,80,1,0,1,0,35,3,6,19,10
org.apache.tools.ant.taskdefs.optional.ide.VAJRemoteUtil,7,66,16,10,1,0,132,2,6,40,17
org.apache.tools.ant.taskdefs.optional.ide.VAJTask,0,50,3,1,3,4,22,2,2,40,4
org.apache.tools.ant.taskdefs.optional.ide.VAJTask.VAJLocalToolUtil,,,1,0,2,0,5,0,1,20,1
org.apache.tools.ant.taskdefs.optional.ide.VAJToolsServlet,24,58,10,6,3,3,95,3,9,70,14
org.apache.tools.ant.taskdefs.optional.ide.VAJToolsServlet.VAJLocalServletUtil,,,5,1,2,0,22,0,1,28,4
org.apache.tools.ant.taskdefs.optional.ide.VAJUtil,6,,2,2,0,4,20,0,4,4,4
org.apache.tools.ant.taskdefs.optional.ide.VAJWorkspaceScanner,6,100,4,3,2,0,93,1,4,76,17
org.apache.tools.ant.taskdefs.optional.j2ee.AbstractHotDeploymentTool,63,83,4,3,1,3,52,5,14,33,18
org.apache.tools.ant.taskdefs.optional.j2ee.GenericHotDeploymentTool,4,70,6,4,2,1,39,2,9,49,10
org.apache.tools.ant.taskdefs.optional.j2ee.HotDeploymentTool,3,,2,2,0,4,10,0,3,3,3
org.apache.tools.ant.taskdefs.optional.j2ee.JonasHotDeploymentTool,7,83,7,4,3,0,92,4,7,59,22
org.apache.tools.ant.taskdefs.optional.j2ee.ServerDeploy,12,76,9,8,3,0,37,3,8,53,9
org.apache.tools.ant.taskdefs.optional.j2ee.WebLogicHotDeploymentTool,39,87,6,3,2,0,101,3,11,56,24
org.apache.tools.ant.taskdefs.optional.javacc.JavaCC,0,96,11,7,3,0,163,5,26,97,38
org.apache.tools.ant.taskdefs.optional.javacc.JJTree,0,93,14,9,3,0,115,5,15,91,22
org.apache.tools.ant.taskdefs.optional.Javah,109,89,12,9,3,0,200,11,18,87,46
org.apache.tools.ant.taskdefs.optional.Javah.ClassArgument,1,0,1,0,1,0,12,1,2,14,3
org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask,203,93,18,13,3,0,197,8,21,97,43
org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.FormatAttribute,,,0,0,2,0,6,1,1,19,1
org.apache.tools.ant.taskdefs.optional.jlink.ClassNameReader,,,4,4,1,0,17,0,1,17,2
org.apache.tools.ant.taskdefs.optional.jlink.ConstantPool,,,2,2,1,0,49,2,0,22,10
org.apache.tools.ant.taskdefs.optional.jlink.jlink,102,82,16,12,1,0,227,5,16,84,47
org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask,17,75,5,4,4,0,82,5,10,117,20
org.apache.tools.ant.taskdefs.optional.jsp.compilers.DefaultJspCompilerAdapter,26,75,9,6,1,1,53,2,8,38,13
org.apache.tools.ant.taskdefs.optional.jsp.compilers.JasperC,4,,12,7,2,0,70,1,3,61,9
org.apache.tools.ant.taskdefs.optional.jsp.compilers.JspCompilerAdapter,,,3,3,0,2,6,0,4,4,4
org.apache.tools.ant.taskdefs.optional.jsp.compilers.JspCompilerAdapterFactory,,,8,4,1,0,37,0,3,23,6
org.apache.tools.ant.taskdefs.optional.jsp.Jasper41Mangler,,,1,1,1,0,40,0,3,28,9
org.apache.tools.ant.taskdefs.optional.jsp.JspC,734,95,14,10,4,0,302,16,41,169,72
org.apache.tools.ant.taskdefs.optional.jsp.JspC.WebAppParameter,0,0,1,1,1,0,9,1,2,13,2
org.apache.tools.ant.taskdefs.optional.jsp.JspMangler,,,1,1,0,2,4,0,2,2,2
org.apache.tools.ant.taskdefs.optional.jsp.JspNameMangler,10,,1,1,1,0,77,1,5,32,14
org.apache.tools.ant.taskdefs.optional.jsp.WLJspc,10,75,10,7,4,0,145,6,8,136,26
org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer,35,90,17,11,1,0,93,7,10,45,17
org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.Format,,,1,0,2,0,5,0,1,19,1
org.apache.tools.ant.taskdefs.optional.junit.ArrayEnumeration,0,0,1,1,1,0,19,2,2,16,4
org.apache.tools.ant.taskdefs.optional.junit.BaseTest,122,95,3,3,1,2,66,10,17,31,18
org.apache.tools.ant.taskdefs.optional.junit.BatchTest,24,50,10,6,2,0,72,2,7,54,15
org.apache.tools.ant.taskdefs.optional.junit.BriefJUnitResultFormatter,66,82,10,9,1,0,103,7,12,57,19
org.apache.tools.ant.taskdefs.optional.junit.CompoundEnumeration,0,0,1,1,1,0,22,2,2,16,6
org.apache.tools.ant.taskdefs.optional.junit.DOMUtil,,,15,10,1,0,116,0,4,48,27
org.apache.tools.ant.taskdefs.optional.junit.DOMUtil.NodeFilter,,,1,1,0,0,3,0,1,1,1
org.apache.tools.ant.taskdefs.optional.junit.DOMUtil.NodeListImpl,,,1,1,4,0,12,0,2,128,2
org.apache.tools.ant.taskdefs.optional.junit.Enumerations,,,3,1,1,0,10,0,2,15,3
org.apache.tools.ant.taskdefs.optional.junit.FormatterElement,27,82,8,6,1,0,82,5,10,29,15
org.apache.tools.ant.taskdefs.optional.junit.FormatterElement.TypeAttribute,,,0,0,2,0,5,0,1,19,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitResultFormatter,,,3,3,0,4,7,0,5,9,5
org.apache.tools.ant.taskdefs.optional.junit.JUnitTask,603,90,37,29,3,0,469,14,38,209,94
org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.SummaryAttribute,,,0,0,2,0,13,0,2,21,2
org.apache.tools.ant.taskdefs.optional.junit.JUnitTest,143,90,6,6,2,0,91,7,16,57,24
org.apache.tools.ant.taskdefs.optional.junit.JUnitTestRunner,240,94,28,21,1,0,316,14,21,105,61
org.apache.tools.ant.taskdefs.optional.junit.JUnitTestRunner.TeeOutputStream,0,,1,1,2,0,11,1,1,19,3
org.apache.tools.ant.taskdefs.optional.junit.JUnitVersionHelper,0,,2,2,1,0,35,1,1,15,3
org.apache.tools.ant.taskdefs.optional.junit.PlainJUnitResultFormatter,44,81,12,10,1,0,114,8,11,65,19
org.apache.tools.ant.taskdefs.optional.junit.SummaryJUnitResultFormatter,58,80,7,7,1,0,63,5,11,48,16
org.apache.tools.ant.taskdefs.optional.junit.Xalan1Executor,,,7,4,2,0,16,0,1,24,1
org.apache.tools.ant.taskdefs.optional.junit.Xalan2Executor,,,10,5,2,0,17,0,1,25,1
org.apache.tools.ant.taskdefs.optional.junit.XalanExecutor,8,,12,6,1,2,51,1,5,31,6
org.apache.tools.ant.taskdefs.optional.junit.XMLConstants,,,0,0,0,2,20,0,0,0,0
org.apache.tools.ant.taskdefs.optional.junit.XMLJUnitResultFormatter,65,63,20,14,1,0,120,5,13,70,23
org.apache.tools.ant.taskdefs.optional.junit.XMLResultAggregator,47,89,24,14,3,0,132,4,11,98,24
org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask,221,89,21,15,3,2,177,7,21,113,40
org.apache.tools.ant.taskdefs.optional.metamata.MAudit,92,90,15,8,4,0,142,11,15,90,35
org.apache.tools.ant.taskdefs.optional.metamata.MAuditParser,0,,6,3,1,0,31,1,1,22,4
org.apache.tools.ant.taskdefs.optional.metamata.MAuditParser.Violation,,,0,0,1,0,5,3,0,11,0
org.apache.tools.ant.taskdefs.optional.metamata.MAuditStreamHandler,25,77,26,15,1,0,113,7,9,70,18
org.apache.tools.ant.taskdefs.optional.metamata.MetricsElement,5,83,5,4,1,0,58,3,6,32,10
org.apache.tools.ant.taskdefs.optional.metamata.MMetrics,23,66,15,9,4,0,112,4,9,88,20
org.apache.tools.ant.taskdefs.optional.metamata.MMetrics.GranularityAttribute,,,0,0,2,0,5,0,1,19,1
org.apache.tools.ant.taskdefs.optional.metamata.MMetricsStreamHandler,39,92,29,18,1,0,149,5,10,69,24
org.apache.tools.ant.taskdefs.optional.metamata.MMetricsStreamHandler.ElementEntry,0,100,0,0,1,0,14,2,2,13,3
org.apache.tools.ant.taskdefs.optional.metamata.MParse,144,88,17,11,3,0,189,10,20,106,40
org.apache.tools.ant.taskdefs.optional.Native2Ascii,10,81,11,7,4,0,117,6,8,123,23
org.apache.tools.ant.taskdefs.optional.Native2Ascii.ExtMapper,,,1,0,1,0,13,0,3,19,4
org.apache.tools.ant.taskdefs.optional.net.FTP,187,95,9,7,3,0,622,21,22,76,39
org.apache.tools.ant.taskdefs.optional.net.FTP.Action,1,,2,0,2,0,28,0,2,22,8
org.apache.tools.ant.taskdefs.optional.net.FTP.FTPDirectoryScanner,,,4,1,2,0,88,0,2,66,18
org.apache.tools.ant.taskdefs.optional.net.MimeMail,,,1,1,4,0,8,0,1,59,1
org.apache.tools.ant.taskdefs.optional.net.SetProxy,20,76,7,4,3,0,98,5,9,56,16
org.apache.tools.ant.taskdefs.optional.net.TelnetTask,21,84,7,8,3,0,157,8,10,81,17
org.apache.tools.ant.taskdefs.optional.net.TelnetTask.AntTelnetClient,,,6,4,0,0,56,0,6,24,12
org.apache.tools.ant.taskdefs.optional.net.TelnetTask.TelnetRead,0,0,2,2,2,0,15,1,3,18,4
org.apache.tools.ant.taskdefs.optional.net.TelnetTask.TelnetSubTask,3,,4,2,1,2,13,1,3,17,3
org.apache.tools.ant.taskdefs.optional.net.TelnetTask.TelnetWrite,0,0,2,2,2,0,10,1,2,17,2
org.apache.tools.ant.taskdefs.optional.NetRexxC,824,95,19,13,4,0,464,38,45,190,130
org.apache.tools.ant.taskdefs.optional.NetRexxC.TraceAttr,,,0,0,2,0,5,0,1,19,1
org.apache.tools.ant.taskdefs.optional.NetRexxC.VerboseAttr,,,0,0,2,0,7,0,1,19,1
org.apache.tools.ant.taskdefs.optional.perforce.P4Add,2,75,9,5,4,0,52,4,5,66,14
org.apache.tools.ant.taskdefs.optional.perforce.P4Base,28,91,10,6,3,11,90,9,9,64,18
org.apache.tools.ant.taskdefs.optional.perforce.P4Change,4,100,5,3,4,0,60,2,4,64,13
org.apache.tools.ant.taskdefs.optional.perforce.P4Counter,0,73,5,3,4,0,50,5,4,55,9
org.apache.tools.ant.taskdefs.optional.perforce.P4Delete,0,0,3,1,4,0,15,1,2,49,4
org.apache.tools.ant.taskdefs.optional.perforce.P4Edit,0,0,3,1,4,0,15,1,2,49,4
org.apache.tools.ant.taskdefs.optional.perforce.P4Handler,,,1,1,0,10,4,0,2,7,2
org.apache.tools.ant.taskdefs.optional.perforce.P4HandlerAdapter,13,75,5,5,1,9,61,4,7,37,8
org.apache.tools.ant.taskdefs.optional.perforce.P4HandlerAdapter.Reader,0,0,5,2,1,0,25,1,2,19,4
org.apache.tools.ant.taskdefs.optional.perforce.P4Have,,,3,1,4,0,5,0,1,47,1
org.apache.tools.ant.taskdefs.optional.perforce.P4Label,0,66,10,4,4,0,75,3,4,63,10
org.apache.tools.ant.taskdefs.optional.perforce.P4OutputHandler,,,1,1,0,0,3,0,1,1,1
org.apache.tools.ant.taskdefs.optional.perforce.P4Reopen,0,0,3,1,4,0,15,1,2,50,4
org.apache.tools.ant.taskdefs.optional.perforce.P4Revert,0,50,3,1,4,0,23,2,3,51,6
org.apache.tools.ant.taskdefs.optional.perforce.P4Submit,0,0,3,1,4,0,18,1,2,49,3
org.apache.tools.ant.taskdefs.optional.perforce.P4Sync,0,50,4,1,4,0,26,2,3,51,7
org.apache.tools.ant.taskdefs.optional.perforce.SimpleP4OutputHandler,0,,5,2,2,0,15,1,1,30,4
org.apache.tools.ant.taskdefs.optional.PropertyFile,25,70,16,21,3,0,344,4,10,106,16
org.apache.tools.ant.taskdefs.optional.PropertyFile.Entry,4,81,14,9,1,0,203,7,13,47,41
org.apache.tools.ant.taskdefs.optional.PropertyFile.Entry.Operation,1,,0,0,2,0,16,0,2,21,4
org.apache.tools.ant.taskdefs.optional.PropertyFile.Entry.Type,1,,0,0,2,0,16,0,2,21,4
org.apache.tools.ant.taskdefs.optional.PropertyFile.Unit,1,100,2,1,2,0,40,1,2,26,3
org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs,398,95,24,17,3,0,323,13,31,130,61
org.apache.tools.ant.taskdefs.optional.pvcs.PvcsProject,1,0,0,0,1,0,12,1,2,13,3
org.apache.tools.ant.taskdefs.optional.RenameExtensions,5,80,9,5,4,0,55,5,5,109,7
org.apache.tools.ant.taskdefs.optional.ReplaceRegExp,14,82,20,15,3,0,260,7,11,98,52
org.apache.tools.ant.taskdefs.optional.Rpm,20,87,15,7,3,0,107,8,9,68,20
org.apache.tools.ant.taskdefs.optional.scm.AntStarTeamCheckOut,500,96,5,3,3,0,353,16,33,79,39
org.apache.tools.ant.taskdefs.optional.scm.Platform,,,0,0,1,0,2,0,0,11,0
org.apache.tools.ant.taskdefs.optional.Script,0,66,9,8,3,0,72,3,5,69,12
org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.attributes.AttributeInfo,,,0,0,0,0,13,0,0,0,0
org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.ClassFile,13,100,10,5,1,0,77,4,6,37,14
org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.ClassFilter,,,1,1,1,0,5,0,1,14,1
org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.ClassPathLoader,9,,15,10,1,0,82,1,3,50,12
org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.ClassPathLoader.FileLoader,,,3,3,0,3,4,0,2,2,2
org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.ClassPathLoader.LoaderEnumeration,0,0,6,1,1,0,21,1,2,23,6
org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.DirectoryFilter,,,1,1,1,0,6,0,1,15,1
org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.DirectoryLoader,4,83,10,6,1,0,59,1,4,32,11
org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.JarLoader,0,0,9,8,1,0,26,1,2,29,5
org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.MethodInfo,66,79,6,3,1,0,88,4,12,37,19
org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.NullLoader,4,,3,3,1,0,15,1,2,15,4
org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.Utils,231,100,3,2,1,0,207,0,21,50,60
org.apache.tools.ant.taskdefs.optional.sitraka.Coverage,289,95,25,20,3,0,255,20,26,124,52
org.apache.tools.ant.taskdefs.optional.sitraka.Coverage.CoverageStreamHandler,,,4,3,3,0,11,0,1,29,2
org.apache.tools.ant.taskdefs.optional.sitraka.Coverage.Finalsnapshot,,,0,0,2,0,5,0,1,19,1
org.apache.tools.ant.taskdefs.optional.sitraka.Coverage.Javavm,,,0,0,2,0,5,0,1,19,1
org.apache.tools.ant.taskdefs.optional.sitraka.Coverage.Recordfromstart,,,0,0,2,0,5,0,1,19,1
org.apache.tools.ant.taskdefs.optional.sitraka.CovMerge,29,78,16,11,3,0,105,4,9,83,19
org.apache.tools.ant.taskdefs.optional.sitraka.CovReport,65,88,14,19,3,0,188,11,14,98,33
org.apache.tools.ant.taskdefs.optional.sitraka.CovReport.Reference,0,50,18,10,1,0,47,2,3,38,8
org.apache.tools.ant.taskdefs.optional.sitraka.CovReport.ReportFormat,,,0,0,2,0,5,0,1,19,1
org.apache.tools.ant.taskdefs.optional.sitraka.CovReport.ReportType,,,0,0,2,0,5,0,1,19,1
org.apache.tools.ant.taskdefs.optional.sitraka.Filters,2,66,3,3,1,0,63,2,4,24,9
org.apache.tools.ant.taskdefs.optional.sitraka.Filters.Exclude,,,0,0,2,0,5,0,1,17,2
org.apache.tools.ant.taskdefs.optional.sitraka.Filters.FilterElement,2,75,0,0,1,2,20,3,5,16,5
org.apache.tools.ant.taskdefs.optional.sitraka.Filters.Include,,,0,0,2,0,5,0,1,17,2
org.apache.tools.ant.taskdefs.optional.sitraka.ReportFilters,0,37,6,6,1,0,71,2,5,31,11
org.apache.tools.ant.taskdefs.optional.sitraka.ReportFilters.Exclude,,,0,0,2,0,2,0,0,15,0
org.apache.tools.ant.taskdefs.optional.sitraka.ReportFilters.FilterElement,2,50,1,0,1,2,21,2,4,18,4
org.apache.tools.ant.taskdefs.optional.sitraka.ReportFilters.Include,,,0,0,2,0,2,0,0,15,0
org.apache.tools.ant.taskdefs.optional.sitraka.Socket,0,50,0,0,1,0,13,2,3,15,3
org.apache.tools.ant.taskdefs.optional.sitraka.StringUtil,,,0,0,1,0,16,0,1,18,4
org.apache.tools.ant.taskdefs.optional.sitraka.Triggers,1,0,3,4,1,0,65,1,2,26,5
org.apache.tools.ant.taskdefs.optional.sitraka.Triggers.Method,2,75,3,1,1,0,34,4,5,22,8
org.apache.tools.ant.taskdefs.optional.sitraka.XMLReport,156,83,21,17,1,0,374,8,19,101,63
org.apache.tools.ant.taskdefs.optional.sos.SOS,496,96,9,5,3,4,161,16,33,86,41
org.apache.tools.ant.taskdefs.optional.sos.SOSCheckin,0,0,4,2,4,0,65,1,2,77,11
org.apache.tools.ant.taskdefs.optional.sos.SOSCheckout,0,0,4,2,4,0,61,1,2,77,10
org.apache.tools.ant.taskdefs.optional.sos.SOSCmd,,,0,0,0,0,28,0,0,0,0
org.apache.tools.ant.taskdefs.optional.sos.SOSGet,0,0,4,2,4,0,69,1,2,77,12
org.apache.tools.ant.taskdefs.optional.sos.SOSLabel,0,0,4,2,4,0,51,1,2,77,9
org.apache.tools.ant.taskdefs.optional.sound.AntSoundPlayer,87,50,16,12,1,0,94,6,13,52,21
org.apache.tools.ant.taskdefs.optional.sound.SoundTask,6,50,4,5,3,0,78,2,4,61,7
org.apache.tools.ant.taskdefs.optional.sound.SoundTask.BuildAlert,9,80,6,3,1,0,46,3,6,30,11
org.apache.tools.ant.taskdefs.optional.splash.SplashScreen,58,60,16,7,5,0,65,5,10,444,14
org.apache.tools.ant.taskdefs.optional.splash.SplashTask,14,87,16,9,3,0,114,8,8,77,16
org.apache.tools.ant.taskdefs.optional.starteam.BuildNumber,,,0,0,1,0,5,0,1,12,1
org.apache.tools.ant.taskdefs.optional.starteam.Server,,,1,1,1,0,8,0,1,12,1
org.apache.tools.ant.taskdefs.optional.starteam.StarTeamCheckin,24,90,1,4,5,0,170,4,7,92,9
org.apache.tools.ant.taskdefs.optional.starteam.StarTeamCheckin.CheckinMap,,,6,3,4,0,32,0,2,63,6
org.apache.tools.ant.taskdefs.optional.starteam.StarTeamCheckout,32,90,2,3,5,0,292,4,9,97,13
org.apache.tools.ant.taskdefs.optional.starteam.StarTeamCheckout.CheckoutMap,,,6,3,4,0,44,0,3,67,7
org.apache.tools.ant.taskdefs.optional.starteam.StarTeamLabel,7,84,5,4,4,0,58,4,6,63,11
org.apache.tools.ant.taskdefs.optional.starteam.StarTeamList,8,0,2,6,5,0,145,1,5,99,6
org.apache.tools.ant.taskdefs.optional.starteam.StarTeamList.UnmatchedListingMap,,,7,4,4,0,39,0,2,65,8
org.apache.tools.ant.taskdefs.optional.starteam.StarTeamTask,105,85,5,3,3,5,108,7,18,63,24
org.apache.tools.ant.taskdefs.optional.starteam.TreeBasedTask,254,93,4,3,4,3,232,7,24,87,34
org.apache.tools.ant.taskdefs.optional.starteam.TreeBasedTask.UnmatchedFileMap,,,4,2,3,3,34,0,3,57,4
org.apache.tools.ant.taskdefs.optional.starteam.User,,,0,0,1,0,5,0,1,12,1
org.apache.tools.ant.taskdefs.optional.StyleBook,7,75,3,2,4,0,43,4,5,74,10
org.apache.tools.ant.taskdefs.optional.Test,19,0,4,3,4,0,40,1,6,78,8
org.apache.tools.ant.taskdefs.optional.Test.TestletEntry,0,0,0,0,1,0,9,1,2,13,2
org.apache.tools.ant.taskdefs.optional.TraXLiaison,112,89,29,20,1,0,179,10,16,84,38
org.apache.tools.ant.taskdefs.optional.vss.MSVSS,20,91,7,3,3,8,88,4,8,62,14
org.apache.tools.ant.taskdefs.optional.vss.MSVSSADD,45,88,4,3,4,0,82,5,11,64,20
org.apache.tools.ant.taskdefs.optional.vss.MSVSSCHECKIN,45,88,6,4,4,0,99,5,11,69,23
org.apache.tools.ant.taskdefs.optional.vss.MSVSSCHECKOUT,43,88,6,4,4,0,107,6,11,69,27
org.apache.tools.ant.taskdefs.optional.vss.MSVSSCP,1,0,3,2,4,0,39,1,3,55,9
org.apache.tools.ant.taskdefs.optional.vss.MSVSSCREATE,20,85,3,2,4,0,66,5,8,60,16
org.apache.tools.ant.taskdefs.optional.vss.MSVSSGET,89,92,6,4,4,0,129,8,15,73,33
org.apache.tools.ant.taskdefs.optional.vss.MSVSSHISTORY,112,95,13,8,4,0,186,10,17,82,42
org.apache.tools.ant.taskdefs.optional.vss.MSVSSHISTORY.BriefCodediffNofile,,,0,0,2,0,5,0,1,19,1
org.apache.tools.ant.taskdefs.optional.vss.MSVSSLABEL,33,87,3,2,4,0,87,4,10,62,22
org.apache.tools.ant.taskdefs.optional.XalanLiaison,0,50,9,7,1,0,45,2,3,28,7
org.apache.tools.ant.taskdefs.optional.XMLValidateTask,98,92,27,22,3,0,250,12,17,113,39
org.apache.tools.ant.taskdefs.optional.XMLValidateTask.ValidatorErrorHandler,9,50,8,3,1,0,43,3,7,28,11
org.apache.tools.ant.taskdefs.optional.XslpLiaison,,,3,3,1,0,20,0,3,20,4
org.apache.tools.ant.taskdefs.optional.XSLTProcessor,,,0,0,1,0,2,0,0,11,0
org.apache.tools.ant.taskdefs.Pack,11,33,6,6,3,2,58,2,7,52,14
org.apache.tools.ant.taskdefs.Parallel,0,0,6,5,3,0,73,1,2,56,12
org.apache.tools.ant.taskdefs.Parallel.TaskThread,0,50,1,1,2,0,19,3,2,57,3
org.apache.tools.ant.taskdefs.Patch,0,71,8,5,3,0,81,4,9,63,20
org.apache.tools.ant.taskdefs.PathConvert,69,86,14,10,3,0,200,10,14,82,41
org.apache.tools.ant.taskdefs.PathConvert.MapEntry,0,50,2,0,1,0,27,2,3,19,8
org.apache.tools.ant.taskdefs.PathConvert.TargetOs,,,0,0,2,0,5,0,1,19,1
org.apache.tools.ant.taskdefs.ProcessDestroyer,0,0,3,3,2,0,29,1,3,68,5
org.apache.tools.ant.taskdefs.Property,395,90,15,11,3,0,282,10,28,108,67
org.apache.tools.ant.taskdefs.PumpStreamHandler,46,71,4,3,1,3,58,4,10,32,13
org.apache.tools.ant.taskdefs.Recorder,11,86,11,8,3,0,90,6,7,63,16
org.apache.tools.ant.taskdefs.Recorder.ActionChoices,,,0,0,2,0,6,0,1,19,1
org.apache.tools.ant.taskdefs.Recorder.VerbosityLevelChoices,,,0,0,2,0,7,0,1,19,1
org.apache.tools.ant.taskdefs.RecorderEntry,80,86,7,2,1,0,103,6,15,55,27
org.apache.tools.ant.taskdefs.Rename,0,66,3,2,3,0,33,3,4,46,9
org.apache.tools.ant.taskdefs.Replace,97,89,25,15,4,0,329,13,18,172,52
org.apache.tools.ant.taskdefs.Replace.NestedString,0,0,0,0,1,0,9,1,2,15,2
org.apache.tools.ant.taskdefs.Replace.Replacefilter,0,62,5,1,1,0,66,3,8,25,17
org.apache.tools.ant.taskdefs.Rmic,959,95,18,13,4,0,323,19,46,188,73
org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter,44,50,12,6,1,3,207,2,11,80,30
org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter.RmicFileNameMapper,,,6,0,1,0,84,0,3,41,12
org.apache.tools.ant.taskdefs.Rmic.ImplementationSpecificArgument,,,0,0,3,0,6,0,1,19,1
org.apache.tools.ant.taskdefs.rmic.KaffeRmic,,,6,4,2,0,27,0,1,38,2
org.apache.tools.ant.taskdefs.rmic.RmicAdapter,,,4,4,0,4,6,0,4,4,4
org.apache.tools.ant.taskdefs.rmic.RmicAdapterFactory,,,6,3,1,0,31,0,2,20,6
org.apache.tools.ant.taskdefs.rmic.SunRmic,,,8,6,2,0,39,0,1,41,2
org.apache.tools.ant.taskdefs.rmic.WLRmic,,,8,4,2,0,44,0,3,43,6
org.apache.tools.ant.taskdefs.SendEmail,,,0,0,4,0,5,0,1,60,1
org.apache.tools.ant.taskdefs.Sequential,1,0,4,3,3,0,20,1,3,46,5
org.apache.tools.ant.taskdefs.SignJar,121,93,14,9,3,0,200,14,18,88,49
org.apache.tools.ant.taskdefs.Sleep,35,83,2,1,3,0,58,5,9,49,12
org.apache.tools.ant.taskdefs.SQLExec,90,92,25,20,4,0,299,16,16,143,51
