Class;WMC;DIT;CBO;LOC;CIC;CCC;Bug
LutherFieldStepInterpolatorTest;5.0;2.0;10.0;345;0;0;3
BigRealTest;15.0;1.0;4.0;345;0;0;3
Event;7.0;1.0;3.0;345;1;0;1
KMeansPlusPlusClustererTest;16.0;1.0;7.0;345;0;0;3
DiagonalMatrixTest;53.0;1.0;15.0;345;0;0;2
ConjugateGradientFormula;0.0;0;3.0;28;0;0;0
Array2DRowRealMatrixTest;97.0;1.0;23.0;345;0;0;2
CycleCrossoverTest;13.0;1.0;11.0;345;0;0;3
ArrayRealVector;138.0;2.0;72.0;848;1;1;2
HaltonSequenceGeneratorTest;9.0;1.0;5.0;345;0;0;3
LinearRank1Function;7.0;2.0;2.0;345;0;0;3
PiecewiseBicubicSplineInterpolatorTest;15.0;1.0;11.0;345;0;0;3
ChiSquaredDistributionTest;13.0;2.0;3.0;345;0;0;3
FastHadamardTransformer;14.0;1.0;10.0;273;1;1;2
UnivariatePeriodicInterpolator;7.0;1.0;9.0;90;1;1;2
SimpleInverseFunction;4.0;1.0;3.0;345;0;0;3
ContinuousOutputFieldModel;32.0;1.0;12.0;273;1;1;2
CircleVectorial;12.0;1.0;7.0;345;0;0;3
StableRandomGenerator;11.0;1.0;7.0;100;1;1;2
ExceptionContextTest;8.0;1.0;4.0;345;0;0;3
AdamsMoultonIntegrator;14.0;5.0;17.0;343;1;1;2
AkimaSplineInterpolator;14.0;1.0;14.0;160;1;1;2
SplitSubHyperplane;7.0;1.0;17.0;53;0;0;2
TournamentSelection;8.0;1.0;13.0;83;1;1;2
StraightLineProblem;18.0;1.0;5.0;345;0;0;3
AbstractLeastSquaresOptimizerAbstractTest;34.0;1.0;27.0;345;0;0;2
ClassicalRungeKuttaIntegrator;1.0;3.0;5.0;49;0;0;0
SparseRealVector;0.0;2.0;2.0;13;0;0;0
StableRandomGeneratorTest;10.0;1.0;8.0;345;0;0;3
MultivariateFunctionPenaltyAdapterTest;5.0;1.0;8.0;345;0;0;3
Acosh;3.0;1.0;6.0;24;1;1;2
CrossoverPolicy;0;0;0;17;1;0;1
Inverse;3.0;1.0;10.0;24;1;1;2
SecondOrderDifferentialEquations;0;0;0;39;0;0;0
LazyHolder;0.0;1.0;1.0;7;0;0;0
GillIntegratorTest;19.0;1.0;22.0;345;0;0;2
EnumeratedRealDistribution;34.0;2.0;14.0;272;1;0;1
ArrayDataAdapter;5.0;2.0;6.0;35;0;0;0
Powell;3.0;1.0;2.0;345;0;0;3
Corrector;8.0;1.0;5.0;66;0;0;0
AbstractScalarDifferentiableOptimizer;5.0;2.0;13.0;79;1;1;2
JacobianMatrices;28.0;1.0;13.0;391;1;0;1
CholeskyDecompositionTest;11.0;1.0;8.0;345;0;0;3
LogitTest;23.0;1.0;13.0;345;0;0;3
BitsStreamGenerator;25.0;1.0;27.0;221;1;1;2
PerfectStarter;4.0;2.0;7.0;345;0;0;3
LewTest;1.0;2.0;1.0;345;0;0;3
UpperBoundMapper;3.0;1.0;3.0;19;0;0;0
BaseRuleFactory;9.0;1.0;11.0;113;1;0;1
Circle;24.0;1.0;25.0;256;1;1;2
Rosenbrock;3.0;1.0;2.0;345;0;0;3
TestUtilsTest;22.0;1.0;14.0;345;0;0;3
AbstractFieldIntegrator;49.0;1.0;43.0;336;1;1;2
FindOnes;5.0;4.0;3.0;345;0;0;3
DifferentiableUnivariateVectorFunction;0;0;0;16;0;0;0
FirstOrderConverter;3.0;1.0;3.0;80;1;0;1
BaseMultivariateVectorMultiStartOptimizer;19.0;1.0;15.0;161;1;0;2
Rotation;99.0;1.0;28.0;1230;0;1;2
ExpIntTable;3.0;1.0;3.0;34;0;0;0
BigFractionFormat;25.0;4.0;7.0;227;1;1;2
EulerStepInterpolatorTest;11.0;1.0;19.0;345;0;0;2
DiagonalMatrix;43.0;3.0;35.0;307;1;1;2
DifferentiableMultivariateOptimizer;0;0;0;16;0;0;0
NoBracketingException;6.0;6.0;77.0;82;0;0;2
Add;1.0;1.0;3.0;11;1;0;1
SimpleUnivariateValueChecker;6.0;2.0;7.0;110;1;1;2
Event;7.0;1.0;3.0;345;1;0;1
AbstractFieldStepInterpolator;8.0;1.0;21.0;129;1;0;2
BiQuadratic;10.0;1.0;2.0;345;0;0;3
ArgUtils;6.0;1.0;2.0;33;0;1;1
GaussIntegratorTest;5.0;1.0;5.0;345;0;0;3
Cigar;4.0;1.0;3.0;345;0;0;3
ResettingEvent;5.0;1.0;3.0;345;0;0;3
FuzzyKMeansClusterer;44.0;2.0;19.0;345;1;1;2
BracketingNthOrderBrentSolver;42.0;3.0;16.0;329;1;1;2
TheoreticalValuesFunction;7.0;1.0;6.0;55;0;0;0
PolynomialFunctionNewtonForm;18.0;1.0;10.0;195;1;1;2
Well19937cTest;4.0;3.0;5.0;345;0;0;3
BicubicSplineInterpolatingFunctionTest;76.0;1.0;10.0;345;0;0;2
ElliRotated;4.0;1.0;5.0;345;0;0;3
SimpleValueCheckerTest;3.0;1.0;3.0;345;0;0;3
GradientMultivariateOptimizer;6.0;4.0;9.0;73;1;0;1
StoppingCondition;0;0;0;15;1;0;1
BetaDistributionTest;18.0;1.0;10.0;345;0;0;3
MultivariateDifferentiableMultiStartOptimizerTest;6.0;1.0;19.0;345;0;0;2
LinearInterpolator;5.0;1.0;12.0;47;1;1;2
LoessInterpolator;33.0;1.0;16.0;398;1;1;2
ConvergenceException;2.0;6.0;45.0;27;0;0;2
NonLinearConjugateGradientOptimizerTest;14.0;1.0;13.0;345;0;0;3
SaddlePointExpansion;12.0;1.0;6.0;172;0;1;1
StorelessCovariance;23.0;2.0;10.0;185;1;1;2
StatUtils;49.0;1.0;32.0;794;0;1;2
MicrosphereProjectionInterpolatorTest;6.0;1.0;6.0;345;0;0;3
MultiStartMultivariateVectorOptimizer;10.0;4.0;10.0;86;1;0;1
MultivariateDifferentiableVectorMultiStartOptimizer;1.0;2.0;5.0;31;0;0;0
LutherIntegratorTest;31.0;1.0;24.0;345;0;0;2
HelicalValleyFunction;6.0;2.0;3.0;345;0;0;3
PermutationChromosome;0;0;0;18;1;0;1
Iterator;10.0;1.0;3.0;86;1;0;1
ClopperPearsonIntervalTest;2.0;2.0;4.0;345;0;0;3
TreeDumper;9.0;1.0;7.0;345;0;0;3
FieldFixedStepHandler;0;0;0;42;0;0;0
Solver;5.0;1.0;6.0;111;1;1;2
SegmentTest;1.0;1.0;4.0;345;0;0;3
TooManyEvaluationsExceptionTest;1.0;1.0;2.0;345;0;0;3
OpenIntToFieldTest;41.0;1.0;6.0;345;0;0;3
LogisticsDistributionTest;6.0;2.0;3.0;345;0;0;3
OpenMapRealMatrixTest;4.0;1.0;2.0;345;0;0;3
BinomialConfidenceInterval;0;0;0;37;1;0;1
DormandPrince853StepInterpolatorTest;10.0;1.0;14.0;345;0;0;3
DummyOptimizer;2.0;6.0;5.0;345;0;0;3
ArcsSet;88.0;2.0;27.0;785;1;1;2
FirstMoment;9.0;3.0;12.0;131;1;1;2
EigenDecompositionTest;74.0;1.0;17.0;345;0;0;2
InitializationCompletedMarkerException;1.0;4.0;2.0;10;0;0;0
MathIllegalStateException;6.0;5.0;75.0;59;1;0;2
PSquarePercentileTest;62.0;3.0;18.0;345;0;0;2
TricubicInterpolatingFunction;42.0;1.0;11.0;386;1;1;2
Basis;13.0;1.0;3.0;345;0;0;3
Quaternion;36.0;1.0;8.0;398;0;1;1
DividedDifferenceInterpolator;4.0;1.0;8.0;88;1;1;2
MathParseException;2.0;6.0;21.0;33;0;0;2
LeastSquaresProblem;0;0;0;122;1;0;1
IllinoisSolverTest;2.0;2.0;3.0;345;0;0;3
GaussianRandomGenerator;2.0;1.0;11.0;22;1;0;1
DoubleArray;0;0;0;82;1;1;2
RandomDataGenerator;68.0;1.0;39.0;669;1;1;2
DummyListChromosome;13.0;3.0;4.0;345;0;0;3
Abs;1.0;1.0;4.0;11;1;1;2
DummyStepInterpolator;12.0;2.0;8.0;345;0;0;3
NordsieckTransformer;0;0;0;17;0;1;1
Percentile;50.0;2.0;24.0;969;1;1;2
DescriptiveStatistics;61.0;1.0;33.0;665;1;1;2
InteractionTest;2.0;1.0;6.0;345;0;0;3
RotationOrder;5.0;1.0;7.0;133;0;0;3
sumMean;9.0;1.0;2.0;345;0;0;3
KohonenUpdateAction;14.0;1.0;13.0;179;1;1;2
NonLinearConjugateGradientOptimizerTest;15.0;1.0;16.0;345;0;0;2
NotARotationMatrixException;1.0;6.0;7.0;21;0;0;0
GumbelDistribution;18.0;2.0;9.0;121;1;1;2
BicubicInterpolatingFunction;22.0;1.0;11.0;215;1;1;2
VariableHandler;7.0;1.0;4.0;345;0;0;3
DataTransferObject;2.0;1.0;2.0;29;0;0;0
EuclideanIntegerPointTest;4.0;1.0;3.0;345;0;0;3
SmallPrimes;20.0;1.0;5.0;154;0;1;1
MixtureMultivariateRealDistribution;17.0;2.0;15.0;126;1;0;2
BracketFinderTest;10.0;1.0;3.0;345;0;0;3
RealVectorTest;28.0;2.0;4.0;345;0;0;3
ListUnivariateImplTest;7.0;1.0;5.0;345;0;0;3
UnivariateSolverUtils;36.0;1.0;21.0;411;0;1;2
EmpiricalDistribution;61.0;2.0;26.0;731;1;1;2
NakagamiDistribution;18.0;2.0;9.0;142;1;1;2
Plane;42.0;1.0;28.0;437;1;1;2
RandomCirclePointGenerator;4.0;1.0;9.0;345;0;0;3
BaseAbstractUnivariateOptimizer;13.0;1.0;11.0;124;1;0;1
LutherFieldIntegratorTest;15.0;2.0;10.0;345;0;0;3
LogNormalDistributionTest;21.0;2.0;4.0;345;0;0;3
PointVectorValuePairTest;3.0;1.0;4.0;345;0;0;3
PairDoubleInteger;3.0;1.0;1.0;25;0;0;0
CertifiedDataAbstractTest;15.0;1.0;5.0;345;0;0;3
GillFieldIntegrator;6.0;3.0;11.0;81;1;1;2
DfpDec;52.0;2.0;6.0;288;1;0;2
BicubicInterpolatorTest;14.0;1.0;10.0;345;0;0;3
SimpleUnivariateValueCheckerTest;3.0;1.0;3.0;345;0;0;3
StatisticalSummary;0;0;0;44;1;0;1
SearchInterval;7.0;1.0;8.0;69;0;0;0
NoFeasibleSolutionException;1.0;6.0;4.0;17;0;0;0
HarmonicFitter;3.0;2.0;5.0;333;0;1;1
EvaluationTestValidation;17.0;1.0;11.0;345;0;0;3
DiceDistribution;11.0;2.0;2.0;345;0;0;3
KalmanFilter;23.0;1.0;17.0;319;0;1;2
NonSquareOperatorException;1.0;8.0;9.0;18;0;0;0
FrequencyTest;18.0;1.0;3.0;345;0;0;3
BicubicSplineFunction;23.0;1.0;4.0;185;1;0;1
MathIllegalNumberException;2.0;6.0;23.0;35;0;0;2
MaxCountExceededExceptionTest;1.0;1.0;1.0;345;0;0;3
NumberIsTooLargeExceptionTest;1.0;1.0;2.0;345;0;0;3
TTest;35.0;1.0;16.0;1069;0;1;2
RectangularCholeskyDecompositionTest;4.0;1.0;3.0;345;0;0;3
PearsonsCorrelation;27.0;1.0;15.0;286;0;1;2
MultiStartMultivariateVectorOptimizerTest;9.0;1.0;22.0;345;0;0;2
Well44497aTest;4.0;3.0;5.0;345;0;0;3
MyInteger;5.0;1.0;1.0;345;0;0;3
RetryRunnerTest;3.0;1.0;2.0;345;0;0;3
RombergIntegrator;10.0;2.0;10.0;105;1;1;2
DividedDifferenceInterpolatorTest;8.0;1.0;8.0;345;0;0;3
BicubicInterpolatingFunctionTest;20.0;1.0;11.0;345;0;0;3
RandomKeyTest;13.0;1.0;2.0;345;0;0;3
UnivariateMatrixFunctionDifferentiator;0;0;0;11;1;0;1
Tablet;4.0;1.0;3.0;345;0;0;3
GeometricMean;15.0;3.0;18.0;167;1;1;2
Constant;4.0;1.0;10.0;32;1;0;1
ParameterizedWrapper;8.0;1.0;5.0;51;1;0;1
DiskGeneratorTest;9.0;1.0;8.0;345;0;0;3
SupportBallGenerator;0;0;0;17;1;0;1
StraightLineProblem;18.0;1.0;5.0;345;0;0;3
Evaluation;0;0;0;73;1;1;2
AbstractRandomGeneratorTest;2.0;3.0;3.0;345;0;0;3
GaussianCurveFitterTest;15.0;1.0;6.0;345;0;0;3
TransformType;0.0;0;10.0;11;0;0;0
RealFieldElement;0;0;0;331;1;0;1
SimplexOptimizerNelderMeadTest;13.0;1.0;13.0;345;0;0;3
RRQRSolverTest;11.0;1.0;10.0;345;0;0;3
TestComplex;3.0;2.0;2.0;345;0;0;3
SymmLQ;15.0;3.0;18.0;1123;1;1;2
NeuronSquareMesh2DTest;75.0;1.0;11.0;345;0;0;2
TriDiagonalTransformerTest;20.0;1.0;7.0;345;0;0;3
NormalDistribution;27.0;2.0;37.0;259;1;1;2
DataTransferObject;2.0;1.0;2.0;29;0;0;0
TrivariateFunction;0;0;0;16;1;0;1
DummyBinaryChromosome;4.0;4.0;11.0;345;0;0;3
KowalikOsborneFunction;4.0;2.0;3.0;345;0;0;3
WelzlEncloser;15.0;1.0;9.0;122;1;0;1
PSquareMarkers;0;0;0;44;1;0;1
InvalidRepresentationException;1.0;6.0;6.0;18;0;0;0
PolynomialSplineFunction;20.0;1.0;22.0;202;1;1;2
QuaternionTest;24.0;1.0;7.0;345;0;0;3
RandomKey;27.0;3.0;15.0;245;1;1;2
ConvexHullGenerator2DAbstractTest;36.0;1.0;15.0;345;0;0;2
PSquarePercentile;30.0;3.0;8.0;860;1;1;2
AVLTree;26.0;1.0;2.0;557;0;0;3
ISAACRandom;23.0;2.0;6.0;236;1;1;2
FourthMomentTest;2.0;3.0;4.0;345;0;0;3
Chromosome;9.0;1.0;36.0;79;1;1;2
GillFieldStepInterpolator;4.0;3.0;9.0;113;1;0;1
ZipfDistributionTest;29.0;2.0;11.0;345;0;0;3
BinaryChromosome;12.0;3.0;19.0;68;1;1;2
Sphere2D;5.0;1.0;16.0;48;1;1;2
UncorrelatedRandomVectorGenerator;5.0;1.0;10.0;58;1;0;1
PolynomialFunctionLagrangeForm;27.0;1.0;12.0;280;1;1;2
NonSymmetricMatrixException;4.0;6.0;6.0;48;0;0;0
DefaultFieldMatrixChangingVisitor;4.0;1.0;4.0;33;1;0;1
WelzlEncloser2DTest;26.0;1.0;8.0;345;0;0;3
BrownAlmostLinearFunction;4.0;2.0;4.0;345;0;0;3
JacobiansSecondaryEquations;13.0;1.0;9.0;71;0;0;0
DimensionMismatchException;3.0;7.0;293.0;40;0;0;2
PearsonsCorrelationTest;19.0;1.0;10.0;345;0;0;3
BigFractionTest;33.0;1.0;8.0;345;0;0;3
LaguerreSolver;18.0;3.0;14.0;385;1;1;2
UnmodifiableOpenMapRealVectorTest;3.0;2.0;3.0;345;0;0;3
MedianOf3PivotingStrategy;6.0;1.0;6.0;36;1;1;2
AbstractConvexHullGenerator2D;6.0;1.0;9.0;78;1;1;2
FuzzyKMeansClustererTest;11.0;1.0;11.0;345;0;0;3
KurtosisTest;3.0;3.0;4.0;345;0;0;3
SymmetricGaussIntegrator;6.0;2.0;6.0;69;1;0;1
Stop;5.0;1.0;3.0;345;0;0;3
BardFunction;7.0;2.0;2.0;345;0;0;3
GeneticAlgorithmTestPermutations;4.0;1.0;11.0;345;0;0;3
AbstractParameterizable;9.0;1.0;6.0;48;1;0;1
NevilleInterpolatorTest;8.0;1.0;8.0;345;0;0;3
AggregatingSummaryStatistics;6.0;2.0;2.0;67;0;0;0
DifferentiableMultivariateVectorOptimizer;0;0;0;11;0;0;0
CigTab;4.0;1.0;3.0;345;0;0;3
CauchyDistribution;22.0;2.0;10.0;213;1;1;2
Tanh;3.0;1.0;8.0;24;1;1;2
HermiteRuleFactory;12.0;2.0;5.0;142;1;1;2
EdgesBuilder;18.0;1.0;18.0;114;1;1;2
BaseMultivariateVectorOptimizer;0;0;0;42;1;0;1
UnivariateMultiStartOptimizerTest;7.0;1.0;12.0;345;0;0;3
BrownAlmostLinearFunction;12.0;2.0;2.0;345;0;0;3
LocalLeastSquaresProblem;9.0;2.0;15.0;164;0;0;2
UnitSphereRandomVectorGenerator;5.0;1.0;16.0;52;1;1;2
StorelessCovarianceTest;17.0;1.0;9.0;345;0;0;3
NaturalComparator;1.0;1.0;1.0;26;0;0;0
BoundaryProjector;22.0;1.0;15.0;118;1;1;2
PolynomialCurveFitterTest;20.0;1.0;9.0;345;0;0;3
LogisticTest;17.0;1.0;10.0;345;0;0;3
InterpolatingMicrosphere;30.0;1.0;13.0;323;1;1;2
Osborne1Function;5.0;2.0;3.0;345;0;0;3
VariableHandler;7.0;1.0;4.0;345;0;0;3
BlockRealMatrixTest;138.0;1.0;20.0;345;0;0;2
RegionDumper;11.0;1.0;24.0;345;0;0;2
ChebyshevDistanceTest;2.0;1.0;2.0;345;0;0;3
NotStrictlyPositiveException;2.0;8.0;150.0;27;0;0;2
AbstractLeastSquaresOptimizerTestValidation;16.0;1.0;13.0;345;0;0;3
SimpleUnivariateValueCheckerTest;3.0;1.0;3.0;345;0;0;3
JacobianFunctionTest;4.0;1.0;4.0;345;0;0;3
Rosen;2.0;1.0;3.0;345;0;0;3
MaxIter;4.0;1.0;4.0;37;0;0;0
Well1024a;5.0;3.0;24.0;67;1;0;2
PegasusSolverTest;2.0;2.0;3.0;345;0;0;3
PointVectorValuePair;13.0;2.0;21.0;115;1;0;2
FrenchComplexFormatTest;2.0;2.0;1.0;345;0;0;3
OpenIntToDoubleHashMap;53.0;1.0;8.0;483;0;1;2
RosenbrockFunction;2.0;2.0;3.0;345;0;0;3
DfpDecTest;9.0;1.0;5.0;345;0;0;3
RecurrenceCoefficientsGenerator;0;0;0;10;1;0;1
RandomData;0;0;0;226;1;0;1
RandomCirclePointGenerator;4.0;1.0;9.0;345;0;0;3
Unserializable;1.0;1.0;1.0;345;0;0;3
PathIsExploredException;1.0;4.0;1.0;14;0;0;0
DBSCANClustererTest;11.0;1.0;5.0;345;0;0;3
SegmentsBuilder;16.0;1.0;18.0;89;0;0;2
DifferentiableUnivariateSolver;0;0;0;9;1;0;1
DummyLocalizable;4.0;1.0;1.0;30;1;0;1
Rastrigin;5.0;1.0;4.0;345;0;0;3
RiddersSolverTest;4.0;1.0;10.0;345;0;0;3
MultiKMeansPlusPlusClustererTest;4.0;1.0;6.0;345;0;0;3
StepFunctionTest;11.0;1.0;7.0;345;0;0;3
Field;0;0;0;36;1;1;2
Parametric;6.0;1.0;8.0;100;1;0;1
NoSubSpaceException;1.0;6.0;4.0;14;0;0;0
Asin;3.0;1.0;8.0;24;1;1;2
BracketingNthOrderBrentSolverDFPTest;22.0;1.0;9.0;345;0;0;3
NordsieckStepInterpolatorTest;5.0;1.0;12.0;345;0;0;3
HighamHall54FieldStepInterpolatorTest;5.0;2.0;10.0;345;0;0;3
GaussianFitterTest;12.0;1.0;5.0;345;0;0;3
UnweightedEvaluation;4.0;2.0;4.0;40;0;0;0
RRQRDecompositionTest;18.0;1.0;9.0;345;0;0;3
UnivariateObjectiveFunction;2.0;1.0;6.0;23;0;0;0
PolynomialFunctionNewtonFormTest;6.0;1.0;4.0;345;0;0;3
Iterator;12.0;1.0;3.0;86;1;0;1
FunctionUtils;108.0;1.0;55.0;695;1;1;2
StepNormalizerBounds;3.0;0;3.0;57;0;0;0
PointValuePair;8.0;2.0;32.0;94;0;0;2
Iterator;12.0;1.0;6.0;86;1;0;1
MeanTest;5.0;3.0;5.0;345;0;0;3
BetaDistribution;28.0;2.0;12.0;345;1;1;2
SecondaryComponent;1.0;1.0;3.0;22;0;0;0
ElliRotated;4.0;1.0;5.0;345;0;0;3
LegendreHighPrecisionTest;2.0;1.0;6.0;345;0;0;3
FreudensteinRothFunction;3.0;2.0;2.0;345;0;0;3
BlockFieldMatrixTest;135.0;1.0;22.0;345;0;0;2
SplineInterpolator;7.0;1.0;12.0;91;1;1;2
Decimal64Test;9.0;2.0;2.0;345;0;0;3
RandomCirclePointGenerator;4.0;1.0;9.0;345;0;0;3
ParameterGuesser;30.0;1.0;9.0;281;0;0;3
MultiDirectionalSimplex;14.0;2.0;4.0;174;1;0;1
Interval;13.0;1.0;10.0;99;1;1;2
CircleProblem;16.0;1.0;5.0;345;0;0;3
VectorialMean;14.0;1.0;6.0;73;0;0;0
IntervalsSet;70.0;2.0;23.0;565;1;0;2
EuclideanDoublePointTest;4.0;1.0;3.0;345;0;0;3
MixedListUnivariateImplTest;6.0;1.0;8.0;345;0;0;3
SsDiffPow;1.0;1.0;4.0;345;0;0;3
Well1024aTest;3.0;3.0;5.0;345;0;0;3
Min;1.0;1.0;3.0;134;1;1;2
Rosenbrock;3.0;1.0;2.0;345;0;0;3
LinearOptimizer;0;0;0;62;1;0;1
SingularOperatorException;1.0;6.0;3.0;16;0;0;0
TestException;0.0;4.0;1.0;345;0;0;3
LotteryTest;1.0;2.0;1.0;345;0;0;3
NaturalRanking;50.0;1.0;15.0;405;1;1;2
MultiStartUnivariateOptimizerTest;9.0;1.0;16.0;345;0;0;2
OldTheoreticalValuesFunction;6.0;1.0;5.0;37;0;0;0
NetworkTest;11.0;1.0;8.0;345;0;0;3
BardFunction;7.0;2.0;2.0;345;0;0;3
FiniteDifferencesDifferentiator;35.0;1.0;17.0;302;1;1;2
LowerUpperBoundMapper;3.0;1.0;5.0;25;0;0;0
StepFieldProblem;9.0;1.0;10.0;345;0;0;3
SmoothingPolynomialBicubicSplineInterpolatorTest;11.0;1.0;7.0;345;0;0;3
ExceptionContext;28.0;1.0;22.0;286;0;1;2
ConvergenceChecker;0;0;0;36;1;0;1
GeometricMeanTest;3.0;3.0;4.0;345;0;0;3
Cluster;4.0;1.0;5.0;31;0;0;0
UnivariatePointValuePair;3.0;1.0;10.0;44;0;0;0
LutherStepInterpolator;7.0;3.0;6.0;143;1;1;2
Vertex;11.0;1.0;7.0;86;0;0;0
CloseDistance;1.0;2.0;2.0;345;0;0;3
BinaryOperation;0.0;0;2.0;345;0;0;3
RegionFactory;26.0;1.0;32.0;303;1;0;2
DifferentiableMultivariateFunction;0;0;0;30;1;0;1
LegendreGaussIntegrator;14.0;2.0;10.0;210;1;1;2
Frequency;65.0;1.0;9.0;595;1;1;2
SineCosine;2.0;1.0;2.0;345;0;0;3
PlaneTest;10.0;1.0;7.0;345;0;0;3
MicrosphereInterpolatorTest;10.0;1.0;5.0;345;0;0;3
BoundaryBuilder;10.0;1.0;9.0;64;1;0;1
FacetsContributionVisitor;9.0;1.0;15.0;48;0;0;2
RotationTransform;5.0;1.0;15.0;53;0;0;2
HypergeometricDistributionTest;22.0;2.0;11.0;345;0;0;3
TestFieldProblem2;5.0;2.0;6.0;345;0;0;3
HaltonSequenceGenerator;12.0;1.0;8.0;141;1;1;2
TestFieldProblem3;5.0;2.0;10.0;345;0;0;3
SimpleBounds;3.0;1.0;6.0;55;0;0;0
TestFieldProblem1;5.0;2.0;10.0;345;0;0;3
ChiSquareTestTest;7.0;1.0;6.0;345;0;0;3
FieldVectorChangingVisitor;0;0;0;34;0;0;0
RandomGeneratorAbstractTest;77.0;2.0;23.0;345;0;0;2
ManhattanDistanceTest;2.0;1.0;2.0;345;0;0;3
RealMatrixFormat;38.0;1.0;8.0;331;0;1;1
TestFieldProblem6;5.0;2.0;7.0;345;0;0;3
SparseFieldMatrixTest;38.0;1.0;20.0;345;0;0;2
EnumeratedIntegerDistributionTest;14.0;1.0;10.0;345;0;0;3
BOBYQAOptimizer;325.0;4.0;17.0;2255;1;1;2
TestFieldProblem4;6.0;2.0;11.0;345;0;0;3
TestFieldProblem5;1.0;3.0;9.0;345;0;0;3
Transform;0;0;0;51;1;0;1
NeuronStringTest;15.0;1.0;6.0;345;0;0;3
AnovaStats;1.0;1.0;1.0;23;0;0;0
NoDataException;2.0;6.0;65.0;23;0;0;2
UnivariateFunction;0;0;0;63;1;0;1
StatisticalReferenceDatasetFactory;16.0;1.0;4.0;345;0;0;3
ThreeEighthesStepInterpolator;7.0;3.0;5.0;112;1;0;1
ConvexHullGenerator;0;0;0;23;1;0;1
ClassicalRungKuttaFieldStepInterpolatorTest;5.0;2.0;10.0;345;0;0;3
TranslationTransform;5.0;1.0;14.0;40;0;0;0
MillerUpdatingRegressionTest;76.0;1.0;9.0;345;0;0;2
JDKRandomGenerator;4.0;2.0;24.0;33;1;1;2
Tablet;4.0;1.0;3.0;345;0;0;3
Fitness;0;0;0;12;0;0;0
MeyerFunction;4.0;2.0;3.0;345;0;0;3
SimpleValueChecker;5.0;2.0;10.0;98;1;1;2
State;39.0;1.0;11.0;560;1;1;2
ChromosomePair;4.0;1.0;16.0;43;0;0;2
GeometricDistribution;19.0;2.0;7.0;146;1;1;2
SinCos;6.0;1.0;4.0;345;0;0;3
ContinuousOutputFieldModelTest;20.0;1.0;21.0;345;0;0;2
FieldMatrixPreservingVisitor;0;0;0;33;1;0;1
LeastSquaresAdapter;8.0;1.0;7.0;46;1;0;1
ComplexTest;141.0;1.0;7.0;345;0;0;2
MapUtils;28.0;1.0;14.0;264;1;1;2
Parameterizable;0;0;0;18;1;0;1
MultivariateNormalMixtureExpectationMaximizationTest;12.0;1.0;11.0;345;0;0;3
StraightLineProblem;15.0;1.0;6.0;345;0;0;3
Kurtosis;16.0;3.0;13.0;178;1;1;2
EnumeratedDistribution;24.0;1.0;15.0;221;0;1;2
CurveFitterTest;5.0;1.0;7.0;345;0;0;3
StatisticalReferenceDataset;36.0;1.0;7.0;345;0;0;3
SubArcsIterator;14.0;1.0;6.0;89;0;0;0
Rosenbrock;3.0;1.0;2.0;345;0;0;3
HarmonicFitterTest;16.0;1.0;11.0;345;0;0;3
BicubicInterpolator;7.0;1.0;9.0;77;1;1;2
EarthMoversDistanceTest;3.0;1.0;2.0;345;0;0;3
TestUtils;65.0;1.0;100.0;452;0;0;2
LeastSquaresOptimizer;0;0;0;38;1;1;2
TricubicSplineInterpolatorTest;11.0;1.0;7.0;345;0;0;3
SumSincFunction;3.0;1.0;6.0;345;0;0;3
EventFilterTest;11.0;1.0;15.0;345;0;0;2
BigFractionField;6.0;1.0;7.0;50;1;1;2
NormalizedRandomGenerator;0;0;0;16;1;0;1
FirstMomentTest;3.0;3.0;4.0;345;0;0;3
DfpMathTest;8.0;1.0;3.0;345;0;0;3
MultivariateSummaryStatistics;49.0;1.0;22.0;546;1;1;2
LUSolverTest;9.0;1.0;9.0;345;0;0;3
ExponentialDecayFunctionTest;5.0;1.0;3.0;345;0;0;3
ElitisticListPopulationTest;9.0;1.0;6.0;345;0;0;3
MathArithmeticException;5.0;5.0;63.0;48;1;0;2
TestBean;6.0;1.0;2.0;345;0;0;3
FacetData;3.0;1.0;1.0;31;0;0;0
LogisticDistribution;18.0;2.0;9.0;116;1;1;2
MultivariateJacobianFunction;0;0;0;15;1;0;1
AbstractMultivariateRealDistribution;6.0;1.0;8.0;43;1;0;1
NonPositiveDefiniteMatrixException;4.0;8.0;9.0;48;0;0;0
NodesCleaner;3.0;1.0;4.0;14;0;0;0
SparseFieldMatrix;18.0;2.0;8.0;150;1;0;1
LeastSquaresFactory;17.0;1.0;22.0;456;1;1;2
DSCompiler;185.0;1.0;11.0;1568;0;1;2
MixtureMultivariateNormalDistribution;5.0;3.0;9.0;80;0;0;0
NonMonotonicSequenceExceptionTest;1.0;1.0;4.0;345;0;0;3
Sigma;4.0;1.0;5.0;36;0;0;0
KMeansPlusPlusClusterer;62.0;2.0;20.0;401;1;1;2
AbstractLinearOptimizer;11.0;1.0;9.0;112;1;0;1
BaseMultiStartMultivariateOptimizer;17.0;3.0;14.0;192;1;0;1
FastMath;386.0;1.0;599.0;3613;0;1;2
SimplexSolver;42.0;5.0;15.0;340;1;1;2
MultivariateDifferentiableFunction;0;0;0;18;1;0;1
BSPTree;74.0;1.0;55.0;706;1;1;2
Decimal64;76.0;2.0;8.0;589;1;1;2
MultivariateFunctionMappingAdapter;13.0;1.0;11.0;241;1;1;2
