Class;WMC;DIT;CBO;LOC;CIC;CCC;Bug
BoxAndWhiskerXYToolTipGenerator;8.0;3.0;8.0;99;1;0;1
RendererUtilsTest;11.0;1.0;5.0;182;0;0;3
DefaultStatisticalCategoryDataset;64.0;2.0;11.0;609;1;0;2
DefaultTitleEditor;19.0;5.0;9.0;199;1;1;2
MeterIntervalTest;3.0;1.0;3.0;182;0;0;3
BoxAndWhiskerRendererTest;22.0;1.0;15.0;182;0;0;2
MeanAndStandardDeviationTest;3.0;1.0;2.0;182;0;0;3
IntervalCategoryDataset;0;0;0;50;1;1;2
PlotState;2.0;1.0;18.0;21;0;0;2
Year;26.0;2.0;21.0;327;1;1;2
AbstractOverlay;7.0;1.0;5.0;61;0;1;1
StandardDialFrameTest;4.0;1.0;4.0;182;0;0;3
NullLegendLabelGenerator;2.0;1.0;3.0;182;0;0;3
LegendItemCollectionTest;3.0;1.0;3.0;182;0;0;3
AbstractCategoryItemRendererTest;11.0;1.0;13.0;182;0;0;3
FixedMillisecondTest;4.0;1.0;2.0;182;0;0;3
BlockBorderTest;3.0;1.0;4.0;182;0;0;3
StandardCategorySeriesLabelGeneratorTest;6.0;1.0;4.0;182;0;0;3
ToolTipTagFragmentGenerator;0;0;0;21;1;1;2
SerialDate;76.0;1.0;8.0;809;1;1;2
XIntervalDataItem;8.0;2.0;5.0;68;0;0;0
AreaChartTest;6.0;1.0;14.0;182;0;0;3
PaintMap;16.0;1.0;5.0;154;0;1;1
XYBubbleRenderer;30.0;3.0;20.0;258;1;0;2
DateTickUnit;32.0;2.0;8.0;294;1;1;2
XYBoxAnnotation;23.0;3.0;13.0;223;1;1;2
LogFormatTest;4.0;1.0;2.0;182;0;0;3
RendererChangeDetector;4.0;1.0;4.0;182;0;0;3
DialCap;23.0;2.0;12.0;255;1;1;2
StandardXYToolTipGeneratorTest;5.0;1.0;4.0;182;0;0;3
TableXYDataset;0;0;0;15;1;1;2
DayTest;35.0;1.0;5.0;182;0;0;1
HMSNumberFormat;4.0;3.0;1.0;67;1;0;1
SimpleHistogramBinTest;5.0;1.0;2.0;182;0;0;3
GanttCategoryDataset;0;0;0;125;1;0;1
Pannable;0;0;0;44;1;0;1
MinuteTest;27.0;1.0;6.0;182;0;0;1
StatisticsTest;12.0;1.0;1.0;182;0;0;3
JDBCCategoryDataset;21.0;3.0;2.0;220;0;0;3
XYBoxAnnotationTest;6.0;1.0;9.0;182;0;0;3
DialBackgroundTest;4.0;1.0;6.0;182;0;0;3
DialValueIndicatorTest;4.0;1.0;7.0;182;0;0;3
KeyedObject;11.0;1.0;4.0;88;0;1;1
GrayPaintScale;17.0;1.0;6.0;170;1;1;2
XYIntervalSeriesTest;13.0;1.0;6.0;182;0;0;3
GanttRendererTest;5.0;1.0;4.0;182;0;0;3
DatasetChangeEvent;2.0;2.0;33.0;33;0;0;2
BoxAndWhiskerXYDataset;0;0;0;110;1;1;2
DisplayChart;11.0;3.0;2.0;90;1;1;2
SeriesChangeListener;0;0;0;11;1;0;1
ArcDialFrameTest;4.0;1.0;4.0;182;0;0;3
DefaultCategoryDataset;35.0;2.0;42.0;359;1;0;2
TickType;9.0;1.0;12.0;69;0;1;1
TaskTest;4.0;1.0;3.0;182;0;0;3
LineAndShapeRendererTest;21.0;1.0;12.0;182;0;0;1
KeyedValuesDataset;0;0;0;6;0;0;0
Week;51.0;2.0;5.0;544;1;1;2
PieSectionEntity;18.0;2.0;9.0;172;0;1;1
VectorSeries;10.0;3.0;7.0;124;1;0;1
DefaultKeyedValuesDataset;0.0;3.0;3.0;10;0;0;0
CompassFormat;9.0;3.0;2.0;103;1;1;2
PlotChangeListener;0;0;0;13;1;0;1
StandardXYBarPainterTest;4.0;1.0;3.0;182;0;0;3
ChartEditorFactory;0;0;0;13;1;0;1
Series;31.0;1.0;45.0;321;1;1;2
TimeSeriesTest;46.0;1.0;16.0;182;0;0;2
DefaultDrawingSupplierTest;3.0;1.0;2.0;182;0;0;3
MonthDateFormatTest;4.0;1.0;2.0;182;0;0;3
LabelBlockTest;3.0;1.0;4.0;182;0;0;3
SymbolicXYItemLabelGeneratorTest;5.0;1.0;3.0;182;0;0;3
DrawingSupplier;0;0;0;51;1;1;2
IntervalDataItem;4.0;1.0;1.0;182;0;0;3
VerticalAlignment;11.0;1.0;10.0;88;0;0;0
MonthDateFormat;19.0;3.0;2.0;181;1;1;2
VectorSeriesTest;12.0;1.0;7.0;182;0;0;3
StandardTickUnitSource;7.0;1.0;4.0;81;1;0;1
StandardCategoryURLGenerator;16.0;1.0;16.0;138;1;1;2
IntervalMarker;17.0;2.0;11.0;159;0;1;1
IntervalCategoryItemLabelGeneratorTest;5.0;1.0;5.0;182;0;0;3
PublicCloneable;0;0;0;17;0;0;0
ShortTextTitleTest;4.0;1.0;3.0;182;0;0;3
SerialUtils;71.0;1.0;98.0;527;0;1;2
StandardXYBarPainter;21.0;1.0;8.0;158;1;0;1
ChartRenderingInfoTest;4.0;1.0;6.0;182;0;0;3
State;4.0;3.0;9.0;60;1;0;1
ValueMarkerTest;7.0;1.0;9.0;182;0;0;3
XYDrawableAnnotationTest;5.0;1.0;4.0;182;0;0;3
CategoryLineAnnotation;29.0;2.0;20.0;324;1;1;2
ResourceBundleWrapper;9.0;1.0;19.0;112;0;1;2
TimePeriodValuesTest;13.0;1.0;10.0;182;0;0;3
RelativeDateFormatTest;8.0;1.0;1.0;182;0;0;3
LogAxis;97.0;3.0;23.0;931;1;1;2
CategoryLabelWidthType;9.0;1.0;6.0;71;0;1;1

